participant,topic,category,sentiment,code,cluttered,decluttered,focused
21,News,aesthetic,negative,too many colors,0,0,0
21,News,aesthetic,positive,likes aesthetic,0,0,0
21,News,clarity,positive,easy to read,0,0,0
21,News,professionalism,positive,professional,1,0,0
21,News,aesthetic,negative,disliked aesthetic,1,0,0
21,News,professionalism,negative,unprofessional,1,0,0
21,News,aesthetic,negative,cluttered,1,0,0
21,News,aesthetic,negative,boring,0,0,0
21,News,clarity,positive,likes info,1,0,0
21,News,clarity,positive,clear info,1,0,0
21,News,clarity,positive,has purpose,0,0,0
21,News,clarity,negative,disliked info,0,0,0
21,News,clarity,negative,no purpose,0,0,0
21,News,clarity,negative,not enough info,0,0,0
21,News,clarity,negative,too much info,0,0,0
21,News,ignoreThis,ignoreThis,likes emphasis,0,0,0
21,News,ignoreThis,ignoreThis,disliked emphasis,0,0,0
21,Tires,aesthetic,positive,likes color,0,0,0
21,Tires,clarity,positive,clear color,0,0,0
21,Tires,aesthetic,negative,disliked color,1,0,0
21,Tires,aesthetic,negative,not enough colors,0,0,0
21,Tires,aesthetic,negative,too many colors,0,0,0
21,Tires,aesthetic,positive,likes aesthetic,0,0,0
21,Tires,clarity,positive,easy to read,0,0,0
21,Tires,professionalism,positive,professional,0,0,0
21,Tires,aesthetic,negative,disliked aesthetic,1,0,0
21,Tires,professionalism,negative,unprofessional,0,0,0
21,Tires,aesthetic,negative,cluttered,0,0,0
21,Tires,aesthetic,negative,boring,0,0,0
21,Tires,clarity,positive,likes info,0,0,0
21,Tires,clarity,positive,clear info,0,0,0
21,Tires,clarity,positive,has purpose,0,0,0
21,Tires,clarity,negative,disliked info,0,1,1
21,Tires,clarity,negative,no purpose,0,0,0
21,Tires,clarity,negative,not enough info,0,1,1
21,Tires,clarity,negative,too much info,0,0,0
21,Tires,ignoreThis,ignoreThis,likes emphasis,0,0,0
21,Tires,ignoreThis,ignoreThis,disliked emphasis,0,0,0
21,Holiday,aesthetic,positive,likes color,0,0,1
21,Holiday,clarity,positive,clear color,0,0,1
21,Holiday,aesthetic,negative,disliked color,1,0,1
21,Holiday,aesthetic,negative,not enough colors,0,0,0
21,Holiday,aesthetic,negative,too many colors,0,0,0
21,Holiday,aesthetic,positive,likes aesthetic,0,0,1
21,Holiday,clarity,positive,easy to read,0,0,0
21,Holiday,professionalism,positive,professional,1,0,1
21,Holiday,aesthetic,negative,disliked aesthetic,1,1,1
21,Holiday,professionalism,negative,unprofessional,1,0,1
21,Holiday,aesthetic,negative,cluttered,0,0,0
21,Holiday,aesthetic,negative,boring,0,1,0
21,Holiday,clarity,positive,likes info,0,0,0
21,Holiday,clarity,positive,clear info,0,0,0
21,Holiday,clarity,positive,has purpose,0,0,0
21,Holiday,clarity,negative,disliked info,0,0,0
21,Holiday,clarity,negative,no purpose,0,0,0
21,Holiday,clarity,negative,not enough info,0,0,0
21,Holiday,clarity,negative,too much info,0,0,0
21,Holiday,ignoreThis,ignoreThis,likes emphasis,0,0,0
21,Holiday,ignoreThis,ignoreThis,disliked emphasis,0,0,0
21,Car,aesthetic,positive,likes color,0,0,0
21,Car,clarity,positive,clear color,0,0,0
21,Car,aesthetic,negative,disliked color,0,1,0
21,Car,aesthetic,negative,not enough colors,0,0,0
21,Car,aesthetic,negative,too many colors,0,0,0
21,Car,aesthetic,positive,likes aesthetic,1,0,0
21,Car,clarity,positive,easy to read,1,0,0
21,Car,professionalism,positive,professional,1,0,0
21,Car,aesthetic,negative,disliked aesthetic,0,0,0
21,Car,professionalism,negative,unprofessional,0,0,0
21,Car,aesthetic,negative,cluttered,0,0,0
21,Car,aesthetic,negative,boring,0,0,0
21,Car,clarity,positive,likes info,0,0,0
21,Car,clarity,positive,clear info,0,0,0
21,Car,clarity,positive,has purpose,0,0,0
21,Car,clarity,negative,disliked info,0,0,0
21,Car,clarity,negative,no purpose,0,0,0
21,Car,clarity,negative,not enough info,0,0,0
21,Car,clarity,negative,too much info,0,0,0
21,Car,ignoreThis,ignoreThis,likes emphasis,0,0,0
21,Car,ignoreThis,ignoreThis,disliked emphasis,0,0,0
21,Plant,aesthetic,positive,likes color,0,0,0
21,Plant,clarity,positive,clear color,0,0,0
21,Plant,aesthetic,negative,disliked color,0,0,0
21,Plant,aesthetic,negative,not enough colors,0,0,0
21,Plant,aesthetic,negative,too many colors,0,0,0
21,Plant,aesthetic,positive,likes aesthetic,0,0,0
21,Plant,clarity,positive,easy to read,0,0,0
21,Plant,professionalism,positive,professional,0,0,0
21,Plant,aesthetic,negative,disliked aesthetic,0,0,0
21,Plant,professionalism,negative,unprofessional,0,0,0
21,Plant,aesthetic,negative,cluttered,0,0,0
21,Plant,aesthetic,negative,boring,0,0,0
21,Plant,clarity,positive,likes info,0,0,0
21,Plant,clarity,positive,clear info,0,0,0
21,Plant,clarity,positive,has purpose,0,0,0
21,Plant,clarity,negative,disliked info,0,0,0
21,Plant,clarity,negative,no purpose,0,0,0
21,Plant,clarity,negative,not enough info,0,0,0
21,Plant,clarity,negative,too much info,0,0,0
21,Plant,ignoreThis,ignoreThis,likes emphasis,0,0,0
21,Plant,ignoreThis,ignoreThis,disliked emphasis,0,0,0
28,Prison,aesthetic,positive,likes color,0,0,1
28,Prison,clarity,positive,clear color,0,0,0
28,Prison,aesthetic,negative,disliked color,1,0,0
28,Prison,aesthetic,negative,not enough colors,0,0,0
28,Prison,aesthetic,negative,too many colors,1,0,0
28,Prison,aesthetic,positive,likes aesthetic,0,0,0
28,Prison,clarity,positive,easy to read,0,0,0
28,Prison,professionalism,positive,professional,0,0,0
28,Prison,aesthetic,negative,disliked aesthetic,0,0,0
28,Prison,professionalism,negative,unprofessional,0,0,0
28,Prison,aesthetic,negative,cluttered,0,0,0
28,Prison,aesthetic,negative,boring,0,0,0
28,Prison,clarity,positive,likes info,0,0,1
28,Prison,clarity,positive,clear info,0,0,1
28,Prison,clarity,positive,has purpose,0,0,0
28,Prison,clarity,negative,disliked info,1,1,0
28,Prison,clarity,negative,no purpose,0,1,0
28,Prison,clarity,negative,not enough info,0,0,0
28,Prison,clarity,negative,too much info,0,0,0
28,Prison,ignoreThis,ignoreThis,likes emphasis,0,0,1
28,Prison,ignoreThis,ignoreThis,disliked emphasis,0,0,0
28,News,aesthetic,positive,likes color,0,0,1
28,News,clarity,positive,clear color,0,0,1
28,News,aesthetic,negative,disliked color,1,0,0
28,News,aesthetic,negative,not enough colors,0,0,0
28,News,aesthetic,negative,too many colors,1,0,0
28,News,aesthetic,positive,likes aesthetic,0,0,1
28,News,clarity,positive,easy to read,0,0,0
28,News,professionalism,positive,professional,0,0,0
28,News,aesthetic,negative,disliked aesthetic,1,0,0
28,News,professionalism,negative,unprofessional,0,0,0
28,News,aesthetic,negative,cluttered,1,0,0
28,News,aesthetic,negative,boring,0,0,0
28,News,clarity,positive,likes info,0,1,1
28,News,clarity,positive,clear info,0,1,1
28,News,clarity,positive,has purpose,0,0,0
28,News,clarity,negative,disliked info,1,1,0
28,News,clarity,negative,no purpose,1,1,0
28,News,clarity,negative,not enough info,0,0,0
28,News,clarity,negative,too much info,0,0,0
28,News,ignoreThis,ignoreThis,likes emphasis,0,0,1
28,News,ignoreThis,ignoreThis,disliked emphasis,0,0,0
28,Tires,aesthetic,positive,likes color,0,0,0
28,Tires,clarity,positive,clear color,0,0,0
28,Tires,aesthetic,negative,disliked color,0,0,0
28,Tires,aesthetic,negative,not enough colors,0,0,0
28,Tires,aesthetic,negative,too many colors,0,0,0
28,Tires,aesthetic,positive,likes aesthetic,0,1,1
28,Tires,clarity,positive,easy to read,0,0,0
28,Tires,professionalism,positive,professional,0,0,0
28,Tires,aesthetic,negative,disliked aesthetic,1,0,0
28,Tires,professionalism,negative,unprofessional,0,0,0
28,Tires,aesthetic,negative,cluttered,1,0,0
28,Tires,aesthetic,negative,boring,0,0,0
28,Tires,clarity,positive,likes info,0,0,1
28,Tires,clarity,positive,clear info,0,0,1
28,Tires,clarity,positive,has purpose,0,0,0
28,Tires,clarity,negative,disliked info,1,0,0
28,Tires,clarity,negative,no purpose,0,0,0
28,Tires,clarity,negative,not enough info,0,0,0
28,Tires,clarity,negative,too much info,1,0,0
28,Tires,ignoreThis,ignoreThis,likes emphasis,0,0,1
28,Tires,ignoreThis,ignoreThis,disliked emphasis,0,0,0
28,Holiday,aesthetic,positive,likes color,0,0,0
28,Holiday,clarity,positive,clear color,0,0,0
28,Holiday,aesthetic,negative,disliked color,0,0,0
28,Holiday,aesthetic,negative,not enough colors,0,0,0
28,Holiday,aesthetic,negative,too many colors,0,0,0
28,Holiday,aesthetic,positive,likes aesthetic,0,0,1
28,Holiday,clarity,positive,easy to read,0,0,0
28,Holiday,professionalism,positive,professional,0,0,0
28,Holiday,aesthetic,negative,disliked aesthetic,1,0,0
28,Holiday,professionalism,negative,unprofessional,0,0,0
28,Holiday,aesthetic,negative,cluttered,0,0,0
28,Holiday,aesthetic,negative,boring,0,0,0
28,Holiday,clarity,positive,likes info,1,1,1
28,Holiday,clarity,positive,clear info,1,1,1
28,Holiday,clarity,positive,has purpose,0,0,0
28,Holiday,clarity,negative,disliked info,0,1,0
28,Holiday,clarity,negative,no purpose,0,0,0
28,Holiday,clarity,negative,not enough info,0,1,0
28,Holiday,clarity,negative,too much info,0,0,0
28,Holiday,ignoreThis,ignoreThis,likes emphasis,0,0,1
28,Holiday,ignoreThis,ignoreThis,disliked emphasis,0,0,0
28,Car,aesthetic,positive,likes color,0,0,1
28,Car,clarity,positive,clear color,0,0,1
28,Car,aesthetic,negative,disliked color,1,0,0
28,Car,aesthetic,negative,not enough colors,0,0,0
28,Car,aesthetic,negative,too many colors,0,0,0
28,Car,aesthetic,positive,likes aesthetic,0,1,1
28,Car,clarity,positive,easy to read,0,0,0
28,Car,professionalism,positive,professional,0,0,0
28,Car,aesthetic,negative,disliked aesthetic,1,0,0
28,Car,professionalism,negative,unprofessional,0,0,0
28,Car,aesthetic,negative,cluttered,0,0,0
28,Car,aesthetic,negative,boring,0,0,0
28,Car,clarity,positive,likes info,0,0,0
28,Car,clarity,positive,clear info,0,0,0
28,Car,clarity,positive,has purpose,0,0,0
28,Car,clarity,negative,disliked info,1,1,0
28,Car,clarity,negative,no purpose,0,0,0
28,Car,clarity,negative,not enough info,0,1,0
28,Car,clarity,negative,too much info,0,0,0
28,Car,ignoreThis,ignoreThis,likes emphasis,0,0,1
28,Car,ignoreThis,ignoreThis,disliked emphasis,0,0,0
28,Plant,aesthetic,positive,likes color,0,0,0
28,Plant,clarity,positive,clear color,0,0,0
28,Plant,aesthetic,negative,disliked color,0,0,0
28,Plant,aesthetic,negative,not enough colors,0,0,0
28,Plant,aesthetic,negative,too many colors,0,0,0
28,Plant,aesthetic,positive,likes aesthetic,0,0,0
28,Plant,clarity,positive,easy to read,0,0,0
28,Plant,professionalism,positive,professional,0,0,0
28,Plant,aesthetic,negative,disliked aesthetic,0,0,0
28,Plant,professionalism,negative,unprofessional,0,0,0
28,Plant,aesthetic,negative,cluttered,0,0,0
28,Plant,aesthetic,negative,boring,0,0,0
28,Plant,clarity,positive,likes info,0,0,0
28,Plant,clarity,positive,clear info,0,0,0
28,Plant,clarity,positive,has purpose,0,0,0
28,Plant,clarity,negative,disliked info,0,0,0
28,Plant,clarity,negative,no purpose,0,0,0
28,Plant,clarity,negative,not enough info,0,0,0
28,Plant,clarity,negative,too much info,0,0,0
28,Plant,ignoreThis,ignoreThis,likes emphasis,0,0,0
28,Plant,ignoreThis,ignoreThis,disliked emphasis,0,0,0
29,Prison,aesthetic,positive,likes color,0,0,0
29,Prison,clarity,positive,clear color,0,0,0
29,Prison,aesthetic,negative,disliked color,0,0,0
29,Prison,aesthetic,negative,not enough colors,0,0,0
29,Prison,aesthetic,negative,too many colors,0,0,0
29,Prison,aesthetic,positive,likes aesthetic,1,0,1
29,Prison,clarity,positive,easy to read,0,0,0
29,Prison,professionalism,positive,professional,0,0,1
29,Prison,aesthetic,negative,disliked aesthetic,0,0,0
29,Prison,professionalism,negative,unprofessional,0,0,0
29,Prison,aesthetic,negative,cluttered,0,0,0
29,Prison,aesthetic,negative,boring,0,0,0
29,Prison,clarity,positive,likes info,0,0,1
29,Prison,clarity,positive,clear info,0,0,1
29,Prison,clarity,positive,has purpose,0,0,0
29,Prison,clarity,negative,disliked info,0,0,0
29,Prison,clarity,negative,no purpose,0,0,0
29,Prison,clarity,negative,not enough info,0,0,0
29,Prison,clarity,negative,too much info,0,0,0
29,Prison,ignoreThis,ignoreThis,likes emphasis,0,0,1
29,Prison,ignoreThis,ignoreThis,disliked emphasis,0,0,0
29,News,aesthetic,positive,likes color,1,0,0
29,News,clarity,positive,clear color,0,0,0
29,News,aesthetic,negative,disliked color,0,0,0
29,News,aesthetic,negative,not enough colors,0,0,0
29,News,aesthetic,negative,too many colors,0,0,0
29,News,aesthetic,positive,likes aesthetic,1,0,0
29,News,clarity,positive,easy to read,0,0,0
29,News,professionalism,positive,professional,1,0,0
29,News,aesthetic,negative,disliked aesthetic,0,0,0
29,News,professionalism,negative,unprofessional,0,0,0
29,News,aesthetic,negative,cluttered,0,0,0
29,News,aesthetic,negative,boring,0,0,0
29,News,clarity,positive,likes info,1,0,0
29,News,clarity,positive,clear info,0,0,0
29,News,clarity,positive,has purpose,0,0,0
29,News,clarity,negative,disliked info,0,0,0
29,News,clarity,negative,no purpose,0,0,0
29,News,clarity,negative,not enough info,0,0,0
29,News,clarity,negative,too much info,0,0,0
29,News,ignoreThis,ignoreThis,likes emphasis,0,0,0
29,News,ignoreThis,ignoreThis,disliked emphasis,0,0,0
29,Tires,aesthetic,positive,likes color,1,0,0
29,Tires,clarity,positive,clear color,1,0,0
29,Tires,aesthetic,negative,disliked color,0,0,0
29,Tires,aesthetic,negative,not enough colors,0,0,0
29,Tires,aesthetic,negative,too many colors,0,0,0
29,Tires,aesthetic,positive,likes aesthetic,0,0,0
29,Tires,clarity,positive,easy to read,0,0,0
29,Tires,professionalism,positive,professional,0,0,0
29,Tires,aesthetic,negative,disliked aesthetic,0,0,0
29,Tires,professionalism,negative,unprofessional,0,0,0
29,Tires,aesthetic,negative,cluttered,0,0,0
29,Tires,aesthetic,negative,boring,0,0,0
29,Tires,clarity,positive,likes info,0,0,0
29,Tires,clarity,positive,clear info,0,0,0
29,Tires,clarity,positive,has purpose,0,0,0
29,Tires,clarity,negative,disliked info,0,0,0
29,Tires,clarity,negative,no purpose,0,0,0
29,Tires,clarity,negative,not enough info,0,0,0
29,Tires,clarity,negative,too much info,0,0,0
29,Tires,ignoreThis,ignoreThis,likes emphasis,0,0,1
29,Tires,ignoreThis,ignoreThis,disliked emphasis,0,0,0
29,Holiday,aesthetic,positive,likes color,0,0,0
29,Holiday,clarity,positive,clear color,0,0,0
29,Holiday,aesthetic,negative,disliked color,0,0,0
29,Holiday,aesthetic,negative,not enough colors,0,0,0
29,Holiday,aesthetic,negative,too many colors,0,0,0
29,Holiday,aesthetic,positive,likes aesthetic,1,0,0
29,Holiday,clarity,positive,easy to read,1,0,0
29,Holiday,professionalism,positive,professional,0,0,0
29,Holiday,aesthetic,negative,disliked aesthetic,0,0,0
29,Holiday,professionalism,negative,unprofessional,0,0,0
29,Holiday,aesthetic,negative,cluttered,0,0,0
29,Holiday,aesthetic,negative,boring,0,0,0
29,Holiday,clarity,positive,likes info,1,0,0
29,Holiday,clarity,positive,clear info,1,0,0
29,Holiday,clarity,positive,has purpose,0,0,0
29,Holiday,clarity,negative,disliked info,0,0,0
29,Holiday,clarity,negative,no purpose,0,0,0
29,Holiday,clarity,negative,not enough info,0,0,0
29,Holiday,clarity,negative,too much info,0,0,0
29,Holiday,ignoreThis,ignoreThis,likes emphasis,0,0,0
29,Holiday,ignoreThis,ignoreThis,disliked emphasis,0,0,0
29,Car,aesthetic,positive,likes color,0,0,0
29,Car,clarity,positive,clear color,0,0,0
29,Car,aesthetic,negative,disliked color,1,0,0
29,Car,aesthetic,negative,not enough colors,0,0,0
29,Car,aesthetic,negative,too many colors,0,0,0
29,Car,aesthetic,positive,likes aesthetic,0,0,0
29,Car,clarity,positive,easy to read,0,0,0
29,Car,professionalism,positive,professional,0,0,0
29,Car,aesthetic,negative,disliked aesthetic,0,0,0
29,Car,professionalism,negative,unprofessional,0,0,0
29,Car,aesthetic,negative,cluttered,0,0,0
29,Car,aesthetic,negative,boring,0,0,0
29,Car,clarity,positive,likes info,0,0,0
29,Car,clarity,positive,clear info,0,0,0
29,Car,clarity,positive,has purpose,0,0,0
29,Car,clarity,negative,disliked info,0,0,0
29,Car,clarity,negative,no purpose,0,0,0
29,Car,clarity,negative,not enough info,0,0,0
29,Car,clarity,negative,too much info,0,0,0
29,Car,ignoreThis,ignoreThis,likes emphasis,0,0,0
29,Car,ignoreThis,ignoreThis,disliked emphasis,0,0,0
29,Plant,aesthetic,positive,likes color,0,0,0
29,Plant,clarity,positive,clear color,0,0,0
29,Plant,aesthetic,negative,disliked color,0,0,0
29,Plant,aesthetic,negative,not enough colors,0,0,0
29,Plant,aesthetic,negative,too many colors,0,0,0
29,Plant,aesthetic,positive,likes aesthetic,0,0,0
29,Plant,clarity,positive,easy to read,0,0,0
29,Plant,professionalism,positive,professional,0,0,0
29,Plant,aesthetic,negative,disliked aesthetic,0,0,0
29,Plant,professionalism,negative,unprofessional,0,0,0
29,Plant,aesthetic,negative,cluttered,0,0,0
29,Plant,aesthetic,negative,boring,0,0,0
29,Plant,clarity,positive,likes info,0,0,0
29,Plant,clarity,positive,clear info,0,0,0
29,Plant,clarity,positive,has purpose,0,0,0
29,Plant,clarity,negative,disliked info,0,0,0
29,Plant,clarity,negative,no purpose,0,0,0
29,Plant,clarity,negative,not enough info,0,0,0
29,Plant,clarity,negative,too much info,0,0,0
29,Plant,ignoreThis,ignoreThis,likes emphasis,0,0,0
29,Plant,ignoreThis,ignoreThis,disliked emphasis,0,0,0
30,Prison,aesthetic,positive,likes color,0,0,0
30,Prison,clarity,positive,clear color,0,0,0
30,Prison,aesthetic,negative,disliked color,1,0,0
30,Prison,aesthetic,negative,not enough colors,0,0,0
30,Prison,aesthetic,negative,too many colors,0,0,0
30,Prison,aesthetic,positive,likes aesthetic,0,0,0
30,Prison,clarity,positive,easy to read,0,0,0
30,Prison,professionalism,positive,professional,0,0,0
30,Prison,aesthetic,negative,disliked aesthetic,1,0,1
30,Prison,professionalism,negative,unprofessional,0,0,0
30,Prison,aesthetic,negative,cluttered,0,0,0
30,Prison,aesthetic,negative,boring,0,0,0
30,Prison,clarity,positive,likes info,0,1,0
30,Prison,clarity,positive,clear info,0,1,0
30,Prison,clarity,positive,has purpose,0,0,0
30,Prison,clarity,negative,disliked info,0,0,0
30,Prison,clarity,negative,no purpose,0,0,0
30,Prison,clarity,negative,not enough info,0,0,0
30,Prison,clarity,negative,too much info,0,0,0
30,Prison,ignoreThis,ignoreThis,likes emphasis,0,0,0
30,Prison,ignoreThis,ignoreThis,disliked emphasis,0,0,1
30,News,aesthetic,positive,likes color,0,0,0
30,News,clarity,positive,clear color,0,0,0
30,News,aesthetic,negative,disliked color,0,0,0
30,News,aesthetic,negative,not enough colors,0,0,0
30,News,aesthetic,negative,too many colors,0,0,0
30,News,aesthetic,positive,likes aesthetic,0,0,0
30,News,clarity,positive,easy to read,0,0,0
30,News,professionalism,positive,professional,0,0,0
30,News,aesthetic,negative,disliked aesthetic,1,0,0
30,News,professionalism,negative,unprofessional,0,0,0
30,News,aesthetic,negative,cluttered,1,0,0
30,News,aesthetic,negative,boring,0,0,0
30,News,clarity,positive,likes info,1,1,1
30,News,clarity,positive,clear info,0,0,0
30,News,clarity,positive,has purpose,0,0,0
30,News,clarity,negative,disliked info,0,0,0
30,News,clarity,negative,no purpose,0,0,0
30,News,clarity,negative,not enough info,0,0,0
30,News,clarity,negative,too much info,0,0,0
30,News,ignoreThis,ignoreThis,likes emphasis,0,0,1
30,News,ignoreThis,ignoreThis,disliked emphasis,0,0,0
30,Tires,aesthetic,positive,likes color,0,0,0
30,Tires,clarity,positive,clear color,0,0,0
30,Tires,aesthetic,negative,disliked color,0,0,0
30,Tires,aesthetic,negative,not enough colors,0,0,0
30,Tires,aesthetic,negative,too many colors,0,0,0
30,Tires,aesthetic,positive,likes aesthetic,1,0,0
30,Tires,clarity,positive,easy to read,1,0,0
30,Tires,professionalism,positive,professional,1,0,0
30,Tires,aesthetic,negative,disliked aesthetic,1,0,0
30,Tires,professionalism,negative,unprofessional,1,0,0
30,Tires,aesthetic,negative,cluttered,0,0,0
30,Tires,aesthetic,negative,boring,0,0,0
30,Tires,clarity,positive,likes info,1,0,0
30,Tires,clarity,positive,clear info,0,0,0
30,Tires,clarity,positive,has purpose,0,0,0
30,Tires,clarity,negative,disliked info,0,0,0
30,Tires,clarity,negative,no purpose,0,0,0
30,Tires,clarity,negative,not enough info,0,0,0
30,Tires,clarity,negative,too much info,0,0,0
30,Tires,ignoreThis,ignoreThis,likes emphasis,0,0,0
30,Tires,ignoreThis,ignoreThis,disliked emphasis,0,0,1
30,Holiday,aesthetic,positive,likes color,0,0,0
30,Holiday,clarity,positive,clear color,0,0,0
30,Holiday,aesthetic,negative,disliked color,0,0,0
30,Holiday,aesthetic,negative,not enough colors,0,0,0
30,Holiday,aesthetic,negative,too many colors,0,0,0
30,Holiday,aesthetic,positive,likes aesthetic,0,0,0
30,Holiday,clarity,positive,easy to read,0,0,0
30,Holiday,professionalism,positive,professional,0,0,0
30,Holiday,aesthetic,negative,disliked aesthetic,1,1,1
30,Holiday,professionalism,negative,unprofessional,0,0,0
30,Holiday,aesthetic,negative,cluttered,0,0,0
30,Holiday,aesthetic,negative,boring,0,0,0
30,Holiday,clarity,positive,likes info,0,0,0
30,Holiday,clarity,positive,clear info,0,0,0
30,Holiday,clarity,positive,has purpose,0,0,0
30,Holiday,clarity,negative,disliked info,0,0,0
30,Holiday,clarity,negative,no purpose,0,0,0
30,Holiday,clarity,negative,not enough info,0,0,0
30,Holiday,clarity,negative,too much info,0,0,0
30,Holiday,ignoreThis,ignoreThis,likes emphasis,0,0,1
30,Holiday,ignoreThis,ignoreThis,disliked emphasis,0,0,0
30,Car,aesthetic,positive,likes color,0,0,0
30,Car,clarity,positive,clear color,0,0,0
30,Car,aesthetic,negative,disliked color,0,0,0
30,Car,aesthetic,negative,not enough colors,0,0,0
30,Car,aesthetic,negative,too many colors,0,0,0
30,Car,aesthetic,positive,likes aesthetic,0,1,1
30,Car,clarity,positive,easy to read,0,0,0
30,Car,professionalism,positive,professional,0,0,0
30,Car,aesthetic,negative,disliked aesthetic,1,0,0
30,Car,professionalism,negative,unprofessional,0,0,0
30,Car,aesthetic,negative,cluttered,0,0,0
30,Car,aesthetic,negative,boring,0,0,0
30,Car,clarity,positive,likes info,1,1,1
30,Car,clarity,positive,clear info,1,1,1
30,Car,clarity,positive,has purpose,0,0,0
30,Car,clarity,negative,disliked info,0,0,0
30,Car,clarity,negative,no purpose,0,0,0
30,Car,clarity,negative,not enough info,0,0,0
30,Car,clarity,negative,too much info,0,0,0
30,Car,ignoreThis,ignoreThis,likes emphasis,0,0,0
30,Car,ignoreThis,ignoreThis,disliked emphasis,0,0,0
30,Plant,aesthetic,positive,likes color,0,0,0
30,Plant,clarity,positive,clear color,0,0,0
30,Plant,aesthetic,negative,disliked color,0,0,0
30,Plant,aesthetic,negative,not enough colors,0,0,0
30,Plant,aesthetic,negative,too many colors,0,0,0
30,Plant,aesthetic,positive,likes aesthetic,0,0,0
30,Plant,clarity,positive,easy to read,0,0,0
30,Plant,professionalism,positive,professional,0,0,0
30,Plant,aesthetic,negative,disliked aesthetic,0,0,0
30,Plant,professionalism,negative,unprofessional,0,0,0
30,Plant,aesthetic,negative,cluttered,0,0,0
30,Plant,aesthetic,negative,boring,0,0,0
30,Plant,clarity,positive,likes info,0,0,0
30,Plant,clarity,positive,clear info,0,0,0
30,Plant,clarity,positive,has purpose,0,0,0
30,Plant,clarity,negative,disliked info,0,0,0
30,Plant,clarity,negative,no purpose,0,0,0
30,Plant,clarity,negative,not enough info,0,0,0
30,Plant,clarity,negative,too much info,0,0,0
30,Plant,ignoreThis,ignoreThis,likes emphasis,0,0,0
30,Plant,ignoreThis,ignoreThis,disliked emphasis,0,0,0
31,Prison,aesthetic,positive,likes color,0,0,0
31,Prison,clarity,positive,clear color,0,0,0
31,Prison,aesthetic,negative,disliked color,1,0,0
31,Prison,aesthetic,negative,not enough colors,0,0,0
31,Prison,aesthetic,negative,too many colors,0,0,0
31,Prison,aesthetic,positive,likes aesthetic,0,1,1
31,Prison,clarity,positive,easy to read,0,0,0
31,Prison,professionalism,positive,professional,1,0,0
31,Prison,aesthetic,negative,disliked aesthetic,1,0,0
31,Prison,professionalism,negative,unprofessional,1,0,0
31,Prison,aesthetic,negative,cluttered,1,0,0
31,Prison,aesthetic,negative,boring,0,0,0
31,Prison,clarity,positive,likes info,0,0,0
31,Prison,clarity,positive,clear info,0,0,0
31,Prison,clarity,positive,has purpose,0,0,0
31,Prison,clarity,negative,disliked info,1,0,0
31,Prison,clarity,negative,no purpose,0,0,0
31,Prison,clarity,negative,not enough info,0,0,0
31,Prison,clarity,negative,too much info,0,0,0
31,Prison,ignoreThis,ignoreThis,likes emphasis,0,0,1
31,Prison,ignoreThis,ignoreThis,disliked emphasis,0,0,0
31,News,aesthetic,positive,likes color,0,0,0
31,News,clarity,positive,clear color,0,0,0
31,News,aesthetic,negative,disliked color,0,0,0
31,News,aesthetic,negative,not enough colors,0,0,0
31,News,aesthetic,negative,too many colors,0,0,0
31,News,aesthetic,positive,likes aesthetic,0,1,1
31,News,clarity,positive,easy to read,0,0,0
31,News,professionalism,positive,professional,1,0,1
31,News,aesthetic,negative,disliked aesthetic,1,0,0
31,News,professionalism,negative,unprofessional,1,0,0
31,News,aesthetic,negative,cluttered,1,0,0
31,News,aesthetic,negative,boring,0,0,0
31,News,clarity,positive,likes info,0,0,0
31,News,clarity,positive,clear info,0,0,0
31,News,clarity,positive,has purpose,0,0,0
31,News,clarity,negative,disliked info,0,0,0
31,News,clarity,negative,no purpose,0,0,0
31,News,clarity,negative,not enough info,0,0,0
31,News,clarity,negative,too much info,0,0,0
31,News,ignoreThis,ignoreThis,likes emphasis,0,0,1
31,News,ignoreThis,ignoreThis,disliked emphasis,0,0,0
31,Tires,aesthetic,positive,likes color,0,0,0
31,Tires,clarity,positive,clear color,0,0,0
31,Tires,aesthetic,negative,disliked color,0,0,0
31,Tires,aesthetic,negative,not enough colors,0,0,0
31,Tires,aesthetic,negative,too many colors,0,0,0
31,Tires,aesthetic,positive,likes aesthetic,1,0,0
31,Tires,clarity,positive,easy to read,0,0,0
31,Tires,professionalism,positive,professional,0,0,0
31,Tires,aesthetic,negative,disliked aesthetic,0,1,1
31,Tires,professionalism,negative,unprofessional,0,0,0
31,Tires,aesthetic,negative,cluttered,0,0,0
31,Tires,aesthetic,negative,boring,0,0,0
31,Tires,clarity,positive,likes info,1,0,0
31,Tires,clarity,positive,clear info,1,0,0
31,Tires,clarity,positive,has purpose,0,0,0
31,Tires,clarity,negative,disliked info,0,1,1
31,Tires,clarity,negative,no purpose,0,0,0
31,Tires,clarity,negative,not enough info,0,0,0
31,Tires,clarity,negative,too much info,0,0,0
31,Tires,ignoreThis,ignoreThis,likes emphasis,0,0,1
31,Tires,ignoreThis,ignoreThis,disliked emphasis,0,0,0
31,Holiday,aesthetic,positive,likes color,1,0,1
31,Holiday,clarity,positive,clear color,0,0,0
31,Holiday,aesthetic,negative,disliked color,0,0,0
31,Holiday,aesthetic,negative,not enough colors,0,0,0
31,Holiday,aesthetic,negative,too many colors,0,0,0
31,Holiday,aesthetic,positive,likes aesthetic,0,0,0
31,Holiday,clarity,positive,easy to read,0,0,0
