Helper,Subject,Topic,Category,Question,Cluttered,Decluttered,Focused
12Holiday,12,Holiday,INFORMATION,has purpose,0,0,0
12Holiday,12,Holiday,INFORMATION,disliked info,0,0,0
12Holiday,12,Holiday,INFORMATION,no purpose,0,0,0
12Holiday,12,Holiday,INFORMATION,not enough info,0,0,0
12Holiday,12,Holiday,INFORMATION,too much info,0,0,0
12Holiday,12,Holiday,EMPHASIS,likes emphasis,0,0,0
12Holiday,12,Holiday,EMPHASIS,disliked emphasis,0,0,0
12Car,12,Car,COLOR,likes color,0,0,0
12Car,12,Car,COLOR,clear color,0,0,0
12Car,12,Car,COLOR,disliked color,0,0,0
12Car,12,Car,COLOR,not enough colors,0,0,0
12Car,12,Car,COLOR,too many colors,0,0,0
12Car,12,Car,AESTHETIC,likes aesthetic,0,0,0
12Car,12,Car,AESTHETIC,easy to read,0,0,0
12Car,12,Car,AESTHETIC,professional,0,0,0
12Car,12,Car,AESTHETIC,disliked aesthetic,0,0,0
12Car,12,Car,AESTHETIC,unprofessional,0,0,0
12Car,12,Car,AESTHETIC,cluttered,0,0,0
12Car,12,Car,AESTHETIC,boring,0,0,0
12Car,12,Car,INFORMATION,likes info,0,0,0
12Car,12,Car,INFORMATION,clear info,0,0,0
12Car,12,Car,INFORMATION,has purpose,0,0,0
12Car,12,Car,INFORMATION,disliked info,0,0,0
12Car,12,Car,INFORMATION,no purpose,0,0,0
12Car,12,Car,INFORMATION,not enough info,0,0,0
12Car,12,Car,INFORMATION,too much info,0,0,0
12Car,12,Car,EMPHASIS,likes emphasis,0,0,0
12Car,12,Car,EMPHASIS,disliked emphasis,0,0,0
12Plant,12,Plant,COLOR,likes color,0,0,0
12Plant,12,Plant,COLOR,clear color,0,0,0
12Plant,12,Plant,COLOR,disliked color,0,0,0
12Plant,12,Plant,COLOR,not enough colors,0,0,0
12Plant,12,Plant,COLOR,too many colors,0,0,0
12Plant,12,Plant,AESTHETIC,likes aesthetic,0,0,0
12Plant,12,Plant,AESTHETIC,easy to read,0,0,0
12Plant,12,Plant,AESTHETIC,professional,0,0,0
12Plant,12,Plant,AESTHETIC,disliked aesthetic,0,0,0
12Plant,12,Plant,AESTHETIC,unprofessional,0,0,0
12Plant,12,Plant,AESTHETIC,cluttered,0,0,0
12Plant,12,Plant,AESTHETIC,boring,0,0,0
12Plant,12,Plant,INFORMATION,likes info,0,0,0
12Plant,12,Plant,INFORMATION,clear info,0,0,0
12Plant,12,Plant,INFORMATION,has purpose,0,0,0
12Plant,12,Plant,INFORMATION,disliked info,0,0,0
12Plant,12,Plant,INFORMATION,no purpose,0,0,0
12Plant,12,Plant,INFORMATION,not enough info,0,0,0
12Plant,12,Plant,INFORMATION,too much info,0,0,0
12Plant,12,Plant,EMPHASIS,likes emphasis,0,0,0
12Plant,12,Plant,EMPHASIS,disliked emphasis,0,0,0
13Prison,13,Prison,COLOR,likes color,0,0,0
13Prison,13,Prison,COLOR,clear color,0,0,0
13Prison,13,Prison,COLOR,disliked color,0,0,0
13Prison,13,Prison,COLOR,not enough colors,0,0,0
13Prison,13,Prison,COLOR,too many colors,0,0,0
13Prison,13,Prison,AESTHETIC,likes aesthetic,0,0,0
13Prison,13,Prison,AESTHETIC,easy to read,0,0,0
13Prison,13,Prison,AESTHETIC,professional,0,0,0
13Prison,13,Prison,AESTHETIC,disliked aesthetic,0,0,0
13Prison,13,Prison,AESTHETIC,unprofessional,0,0,0
13Prison,13,Prison,AESTHETIC,cluttered,0,0,0
13Prison,13,Prison,AESTHETIC,boring,0,0,0
13Prison,13,Prison,INFORMATION,likes info,0,0,0
13Prison,13,Prison,INFORMATION,clear info,0,0,0
13Prison,13,Prison,INFORMATION,has purpose,0,0,0
13Prison,13,Prison,INFORMATION,disliked info,0,0,0
13Prison,13,Prison,INFORMATION,no purpose,0,0,0
13Prison,13,Prison,INFORMATION,not enough info,0,0,0
13Prison,13,Prison,INFORMATION,too much info,0,0,0
13Prison,13,Prison,EMPHASIS,likes emphasis,0,0,0
13Prison,13,Prison,EMPHASIS,disliked emphasis,0,0,0
13News,13,News,COLOR,likes color,0,0,0
13News,13,News,COLOR,clear color,0,0,0
13News,13,News,COLOR,disliked color,0,0,0
13News,13,News,COLOR,not enough colors,0,0,0
13News,13,News,COLOR,too many colors,0,0,0
13News,13,News,AESTHETIC,likes aesthetic,0,0,0
13News,13,News,AESTHETIC,easy to read,0,0,0
13News,13,News,AESTHETIC,professional,0,0,0
13News,13,News,AESTHETIC,disliked aesthetic,0,0,0
13News,13,News,AESTHETIC,unprofessional,0,0,0
13News,13,News,AESTHETIC,cluttered,0,0,0
13News,13,News,AESTHETIC,boring,0,0,0
13News,13,News,INFORMATION,likes info,0,0,0
13News,13,News,INFORMATION,clear info,0,0,0
13News,13,News,INFORMATION,has purpose,0,0,0
13News,13,News,INFORMATION,disliked info,0,0,0
13News,13,News,INFORMATION,no purpose,0,0,0
13News,13,News,INFORMATION,not enough info,0,0,0
13News,13,News,INFORMATION,too much info,0,0,0
13News,13,News,EMPHASIS,likes emphasis,0,0,0
13News,13,News,EMPHASIS,disliked emphasis,0,0,0
13Tires,13,Tires,COLOR,likes color,1,0,0
13Tires,13,Tires,COLOR,clear color,0,0,0
13Tires,13,Tires,COLOR,disliked color,0,0,0
13Tires,13,Tires,COLOR,not enough colors,0,0,0
13Tires,13,Tires,COLOR,too many colors,0,0,0
13Tires,13,Tires,AESTHETIC,likes aesthetic,0,0,0
13Tires,13,Tires,AESTHETIC,easy to read,0,0,0
13Tires,13,Tires,AESTHETIC,professional,1,0,0
13Tires,13,Tires,AESTHETIC,disliked aesthetic,1,0,0
13Tires,13,Tires,AESTHETIC,unprofessional,1,0,0
13Tires,13,Tires,AESTHETIC,cluttered,0,0,0
13Tires,13,Tires,AESTHETIC,boring,0,0,0
13Tires,13,Tires,INFORMATION,likes info,0,0,0
13Tires,13,Tires,INFORMATION,clear info,0,0,0
13Tires,13,Tires,INFORMATION,has purpose,0,0,0
13Tires,13,Tires,INFORMATION,disliked info,0,0,0
13Tires,13,Tires,INFORMATION,no purpose,0,0,0
13Tires,13,Tires,INFORMATION,not enough info,0,0,0
13Tires,13,Tires,INFORMATION,too much info,0,0,0
13Tires,13,Tires,EMPHASIS,likes emphasis,0,0,1
13Tires,13,Tires,EMPHASIS,disliked emphasis,0,0,0
13Holiday,13,Holiday,COLOR,likes color,0,0,0
13Holiday,13,Holiday,COLOR,clear color,0,0,0
13Holiday,13,Holiday,COLOR,disliked color,0,0,0
13Holiday,13,Holiday,COLOR,not enough colors,0,0,0
13Holiday,13,Holiday,COLOR,too many colors,0,0,0
13Holiday,13,Holiday,AESTHETIC,likes aesthetic,0,0,0
13Holiday,13,Holiday,AESTHETIC,easy to read,0,0,0
13Holiday,13,Holiday,AESTHETIC,professional,0,0,0
13Holiday,13,Holiday,AESTHETIC,disliked aesthetic,0,0,0
13Holiday,13,Holiday,AESTHETIC,unprofessional,0,0,0
13Holiday,13,Holiday,AESTHETIC,cluttered,0,0,0
13Holiday,13,Holiday,AESTHETIC,boring,0,0,0
13Holiday,13,Holiday,INFORMATION,likes info,0,0,0
13Holiday,13,Holiday,INFORMATION,clear info,0,0,0
13Holiday,13,Holiday,INFORMATION,has purpose,0,0,0
13Holiday,13,Holiday,INFORMATION,disliked info,0,0,0
13Holiday,13,Holiday,INFORMATION,no purpose,0,0,0
13Holiday,13,Holiday,INFORMATION,not enough info,0,0,0
13Holiday,13,Holiday,INFORMATION,too much info,0,0,0
13Holiday,13,Holiday,EMPHASIS,likes emphasis,0,0,0
13Holiday,13,Holiday,EMPHASIS,disliked emphasis,0,0,0
13Car,13,Car,COLOR,likes color,0,0,0
13Car,13,Car,COLOR,clear color,0,0,0
13Car,13,Car,COLOR,disliked color,0,0,0
13Car,13,Car,COLOR,not enough colors,0,0,0
13Car,13,Car,COLOR,too many colors,0,0,0
13Car,13,Car,AESTHETIC,likes aesthetic,0,0,1
13Car,13,Car,AESTHETIC,easy to read,0,0,0
13Car,13,Car,AESTHETIC,professional,0,0,0
13Car,13,Car,AESTHETIC,disliked aesthetic,0,0,0
13Car,13,Car,AESTHETIC,unprofessional,0,0,0
13Car,13,Car,AESTHETIC,cluttered,0,0,0
13Car,13,Car,AESTHETIC,boring,0,0,0
13Car,13,Car,INFORMATION,likes info,0,0,0
13Car,13,Car,INFORMATION,clear info,0,0,0
13Car,13,Car,INFORMATION,has purpose,0,0,0
13Car,13,Car,INFORMATION,disliked info,0,0,0
13Car,13,Car,INFORMATION,no purpose,0,0,0
13Car,13,Car,INFORMATION,not enough info,0,0,0
13Car,13,Car,INFORMATION,too much info,0,0,0
13Car,13,Car,EMPHASIS,likes emphasis,0,0,1
13Car,13,Car,EMPHASIS,disliked emphasis,0,0,0
13Plant,13,Plant,COLOR,likes color,0,0,0
13Plant,13,Plant,COLOR,clear color,0,0,0
13Plant,13,Plant,COLOR,disliked color,1,0,0
13Plant,13,Plant,COLOR,not enough colors,0,0,0
13Plant,13,Plant,COLOR,too many colors,1,0,0
13Plant,13,Plant,AESTHETIC,likes aesthetic,0,0,1
13Plant,13,Plant,AESTHETIC,easy to read,0,0,0
13Plant,13,Plant,AESTHETIC,professional,0,0,1
13Plant,13,Plant,AESTHETIC,disliked aesthetic,1,1,0
13Plant,13,Plant,AESTHETIC,unprofessional,0,0,0
13Plant,13,Plant,AESTHETIC,cluttered,0,0,0
13Plant,13,Plant,AESTHETIC,boring,0,1,0
13Plant,13,Plant,INFORMATION,likes info,0,0,0
13Plant,13,Plant,INFORMATION,clear info,0,0,0
13Plant,13,Plant,INFORMATION,has purpose,0,0,0
13Plant,13,Plant,INFORMATION,disliked info,0,0,0
13Plant,13,Plant,INFORMATION,no purpose,0,0,0
13Plant,13,Plant,INFORMATION,not enough info,0,0,0
13Plant,13,Plant,INFORMATION,too much info,0,0,0
13Plant,13,Plant,EMPHASIS,likes emphasis,0,0,1
13Plant,13,Plant,EMPHASIS,disliked emphasis,0,0,0
14Prison,14,Prison,COLOR,likes color,0,0,0
14Prison,14,Prison,COLOR,clear color,0,0,0
14Prison,14,Prison,COLOR,disliked color,1,0,0
14Prison,14,Prison,COLOR,not enough colors,0,0,0
14Prison,14,Prison,COLOR,too many colors,1,0,0
14Prison,14,Prison,AESTHETIC,likes aesthetic,0,1,1
14Prison,14,Prison,AESTHETIC,easy to read,0,1,1
14Prison,14,Prison,AESTHETIC,professional,0,0,0
14Prison,14,Prison,AESTHETIC,disliked aesthetic,1,1,1
14Prison,14,Prison,AESTHETIC,unprofessional,0,0,0
14Prison,14,Prison,AESTHETIC,cluttered,0,0,0
14Prison,14,Prison,AESTHETIC,boring,0,0,0
14Prison,14,Prison,INFORMATION,likes info,0,0,0
14Prison,14,Prison,INFORMATION,clear info,0,0,0
14Prison,14,Prison,INFORMATION,has purpose,0,0,0
14Prison,14,Prison,INFORMATION,disliked info,0,0,0
14Prison,14,Prison,INFORMATION,no purpose,0,0,0
14Prison,14,Prison,INFORMATION,not enough info,0,0,0
14Prison,14,Prison,INFORMATION,too much info,0,0,0
14Prison,14,Prison,EMPHASIS,likes emphasis,0,0,0
14Prison,14,Prison,EMPHASIS,disliked emphasis,0,0,0
14News,14,News,COLOR,likes color,0,0,0
14News,14,News,COLOR,clear color,0,0,0
14News,14,News,COLOR,disliked color,0,0,0
14News,14,News,COLOR,not enough colors,0,0,0
14News,14,News,COLOR,too many colors,0,0,0
14News,14,News,AESTHETIC,likes aesthetic,0,1,1
14News,14,News,AESTHETIC,easy to read,0,1,1
14News,14,News,AESTHETIC,professional,0,0,1
14News,14,News,AESTHETIC,disliked aesthetic,1,0,0
14News,14,News,AESTHETIC,unprofessional,0,0,0
14News,14,News,AESTHETIC,cluttered,1,0,0
14News,14,News,AESTHETIC,boring,0,0,0
14News,14,News,INFORMATION,likes info,0,0,0
14News,14,News,INFORMATION,clear info,0,0,0
14News,14,News,INFORMATION,has purpose,0,0,0
14News,14,News,INFORMATION,disliked info,0,0,0
14News,14,News,INFORMATION,no purpose,0,0,0
14News,14,News,INFORMATION,not enough info,0,0,0
14News,14,News,INFORMATION,too much info,0,0,0
14News,14,News,EMPHASIS,likes emphasis,0,0,1
14News,14,News,EMPHASIS,disliked emphasis,0,0,0
14Tires,14,Tires,COLOR,likes color,0,0,0
14Tires,14,Tires,COLOR,clear color,0,0,0
14Tires,14,Tires,COLOR,disliked color,0,0,0
14Tires,14,Tires,COLOR,not enough colors,0,0,0
14Tires,14,Tires,COLOR,too many colors,0,0,0
14Tires,14,Tires,AESTHETIC,likes aesthetic,0,0,0
14Tires,14,Tires,AESTHETIC,easy to read,0,0,0
14Tires,14,Tires,AESTHETIC,professional,0,0,0
14Tires,14,Tires,AESTHETIC,disliked aesthetic,1,0,1
14Tires,14,Tires,AESTHETIC,unprofessional,0,0,0
14Tires,14,Tires,AESTHETIC,cluttered,1,0,0
14Tires,14,Tires,AESTHETIC,boring,0,0,1
14Tires,14,Tires,INFORMATION,likes info,0,0,1
14Tires,14,Tires,INFORMATION,clear info,0,0,0
14Tires,14,Tires,INFORMATION,has purpose,0,0,1
14Tires,14,Tires,INFORMATION,disliked info,0,1,0
14Tires,14,Tires,INFORMATION,no purpose,0,0,0
14Tires,14,Tires,INFORMATION,not enough info,0,1,0
14Tires,14,Tires,INFORMATION,too much info,0,0,0
14Tires,14,Tires,EMPHASIS,likes emphasis,0,0,0
14Tires,14,Tires,EMPHASIS,disliked emphasis,0,0,0
14Holiday,14,Holiday,COLOR,likes color,0,0,0
14Holiday,14,Holiday,COLOR,clear color,0,0,0
14Holiday,14,Holiday,COLOR,disliked color,0,0,1
14Holiday,14,Holiday,COLOR,not enough colors,0,0,0
14Holiday,14,Holiday,COLOR,too many colors,0,0,0
14Holiday,14,Holiday,AESTHETIC,likes aesthetic,0,1,0
14Holiday,14,Holiday,AESTHETIC,easy to read,0,1,0
14Holiday,14,Holiday,AESTHETIC,professional,1,0,0
14Holiday,14,Holiday,AESTHETIC,disliked aesthetic,1,1,0
14Holiday,14,Holiday,AESTHETIC,unprofessional,1,0,0
14Holiday,14,Holiday,AESTHETIC,cluttered,0,0,0
14Holiday,14,Holiday,AESTHETIC,boring,0,1,0
14Holiday,14,Holiday,INFORMATION,likes info,1,1,0
14Holiday,14,Holiday,INFORMATION,clear info,1,1,0
14Holiday,14,Holiday,INFORMATION,has purpose,0,0,0
14Holiday,14,Holiday,INFORMATION,disliked info,0,0,1
14Holiday,14,Holiday,INFORMATION,no purpose,0,0,0
14Holiday,14,Holiday,INFORMATION,not enough info,0,0,0
14Holiday,14,Holiday,INFORMATION,too much info,0,0,1
14Holiday,14,Holiday,EMPHASIS,likes emphasis,0,0,0
14Holiday,14,Holiday,EMPHASIS,disliked emphasis,0,0,0
14Car,14,Car,COLOR,likes color,0,0,0
14Car,14,Car,COLOR,clear color,0,0,0
14Car,14,Car,COLOR,disliked color,0,0,0
14Car,14,Car,COLOR,not enough colors,0,0,0
14Car,14,Car,COLOR,too many colors,0,0,0
14Car,14,Car,AESTHETIC,likes aesthetic,0,0,1
14Car,14,Car,AESTHETIC,easy to read,0,0,0
14Car,14,Car,AESTHETIC,professional,1,0,0
14Car,14,Car,AESTHETIC,disliked aesthetic,1,1,1
14Car,14,Car,AESTHETIC,unprofessional,1,0,0
14Car,14,Car,AESTHETIC,cluttered,1,1,1
14Car,14,Car,AESTHETIC,boring,0,0,0
14Car,14,Car,INFORMATION,likes info,0,0,0
14Car,14,Car,INFORMATION,clear info,0,0,0
14Car,14,Car,INFORMATION,has purpose,0,0,0
14Car,14,Car,INFORMATION,disliked info,0,0,0
14Car,14,Car,INFORMATION,no purpose,0,0,0
14Car,14,Car,INFORMATION,not enough info,0,0,0
14Car,14,Car,INFORMATION,too much info,0,0,0
14Car,14,Car,EMPHASIS,likes emphasis,0,0,1
14Car,14,Car,EMPHASIS,disliked emphasis,0,0,0
14Plant,14,Plant,COLOR,likes color,0,0,0
14Plant,14,Plant,COLOR,clear color,0,0,0
14Plant,14,Plant,COLOR,disliked color,1,0,0
14Plant,14,Plant,COLOR,not enough colors,0,0,0
14Plant,14,Plant,COLOR,too many colors,1,0,0
14Plant,14,Plant,AESTHETIC,likes aesthetic,0,0,1
14Plant,14,Plant,AESTHETIC,easy to read,0,0,1
14Plant,14,Plant,AESTHETIC,professional,0,0,0
14Plant,14,Plant,AESTHETIC,disliked aesthetic,1,1,0
14Plant,14,Plant,AESTHETIC,unprofessional,0,0,0
14Plant,14,Plant,AESTHETIC,cluttered,0,0,0
14Plant,14,Plant,AESTHETIC,boring,0,1,0
14Plant,14,Plant,INFORMATION,likes info,0,0,1
14Plant,14,Plant,INFORMATION,clear info,0,0,1
14Plant,14,Plant,INFORMATION,has purpose,0,0,1
14Plant,14,Plant,INFORMATION,disliked info,0,0,0
14Plant,14,Plant,INFORMATION,no purpose,0,0,0
14Plant,14,Plant,INFORMATION,not enough info,0,0,0
14Plant,14,Plant,INFORMATION,too much info,0,0,0
14Plant,14,Plant,EMPHASIS,likes emphasis,0,0,1
14Plant,14,Plant,EMPHASIS,disliked emphasis,0,0,0
15Prison,15,Prison,COLOR,likes color,0,0,0
15Prison,15,Prison,COLOR,clear color,0,0,0
15Prison,15,Prison,COLOR,disliked color,0,0,0
15Prison,15,Prison,COLOR,not enough colors,0,0,0
15Prison,15,Prison,COLOR,too many colors,0,0,0
15Prison,15,Prison,AESTHETIC,likes aesthetic,1,1,0
15Prison,15,Prison,AESTHETIC,easy to read,0,0,0
15Prison,15,Prison,AESTHETIC,professional,0,0,0
15Prison,15,Prison,AESTHETIC,disliked aesthetic,0,0,0
15Prison,15,Prison,AESTHETIC,unprofessional,0,0,0
15Prison,15,Prison,AESTHETIC,cluttered,0,0,0
15Prison,15,Prison,AESTHETIC,boring,0,0,0
15Prison,15,Prison,INFORMATION,likes info,0,0,1
15Prison,15,Prison,INFORMATION,clear info,0,0,1
15Prison,15,Prison,INFORMATION,has purpose,0,0,0
15Prison,15,Prison,INFORMATION,disliked info,0,0,0
15Prison,15,Prison,INFORMATION,no purpose,0,0,0
15Prison,15,Prison,INFORMATION,not enough info,0,0,0
15Prison,15,Prison,INFORMATION,too much info,0,0,0
15Prison,15,Prison,EMPHASIS,likes emphasis,0,0,1
15Prison,15,Prison,EMPHASIS,disliked emphasis,0,0,1
15News,15,News,COLOR,likes color,0,0,0
15News,15,News,COLOR,clear color,0,0,0
15News,15,News,COLOR,disliked color,0,1,0
15News,15,News,COLOR,not enough colors,0,1,0
15News,15,News,COLOR,too many colors,0,0,0
15News,15,News,AESTHETIC,likes aesthetic,0,0,1
15News,15,News,AESTHETIC,easy to read,0,0,1
15News,15,News,AESTHETIC,professional,0,0,0
15News,15,News,AESTHETIC,disliked aesthetic,1,0,0
15News,15,News,AESTHETIC,unprofessional,0,0,0
15News,15,News,AESTHETIC,cluttered,1,0,0
15News,15,News,AESTHETIC,boring,0,0,0
15News,15,News,INFORMATION,likes info,0,0,1
15News,15,News,INFORMATION,clear info,0,0,1
15News,15,News,INFORMATION,has purpose,0,0,0
15News,15,News,INFORMATION,disliked info,0,0,0
15News,15,News,INFORMATION,no purpose,0,0,0
15News,15,News,INFORMATION,not enough info,0,0,0
15News,15,News,INFORMATION,too much info,0,0,0
15News,15,News,EMPHASIS,likes emphasis,0,0,1
15News,15,News,EMPHASIS,disliked emphasis,0,0,0
15Tires,15,Tires,COLOR,likes color,1,0,0
15Tires,15,Tires,COLOR,clear color,1,0,0
15Tires,15,Tires,COLOR,disliked color,0,1,1
15Tires,15,Tires,COLOR,not enough colors,0,0,0
15Tires,15,Tires,COLOR,too many colors,0,0,0
15Tires,15,Tires,AESTHETIC,likes aesthetic,0,0,0
15Tires,15,Tires,AESTHETIC,easy to read,0,0,0
15Tires,15,Tires,AESTHETIC,professional,0,0,0
15Tires,15,Tires,AESTHETIC,disliked aesthetic,0,0,0
15Tires,15,Tires,AESTHETIC,unprofessional,0,0,0
15Tires,15,Tires,AESTHETIC,cluttered,0,0,0
15Tires,15,Tires,AESTHETIC,boring,0,0,0
15Tires,15,Tires,INFORMATION,likes info,0,0,0
15Tires,15,Tires,INFORMATION,clear info,0,0,0
15Tires,15,Tires,INFORMATION,has purpose,0,0,0
15Tires,15,Tires,INFORMATION,disliked info,0,0,0
15Tires,15,Tires,INFORMATION,no purpose,0,0,0
15Tires,15,Tires,INFORMATION,not enough info,0,0,0
15Tires,15,Tires,INFORMATION,too much info,0,0,0
15Tires,15,Tires,EMPHASIS,likes emphasis,0,0,0
15Tires,15,Tires,EMPHASIS,disliked emphasis,0,0,0
15Holiday,15,Holiday,COLOR,likes color,0,0,0
15Holiday,15,Holiday,COLOR,clear color,0,0,0
15Holiday,15,Holiday,COLOR,disliked color,0,1,1
15Holiday,15,Holiday,COLOR,not enough colors,0,0,0
15Holiday,15,Holiday,COLOR,too many colors,0,0,0
15Holiday,15,Holiday,AESTHETIC,likes aesthetic,0,1,1
15Holiday,15,Holiday,AESTHETIC,easy to read,0,1,0
15Holiday,15,Holiday,AESTHETIC,professional,1,0,0
15Holiday,15,Holiday,AESTHETIC,disliked aesthetic,1,0,1
15Holiday,15,Holiday,AESTHETIC,unprofessional,1,0,0
15Holiday,15,Holiday,AESTHETIC,cluttered,0,0,0
15Holiday,15,Holiday,AESTHETIC,boring,0,0,0
15Holiday,15,Holiday,INFORMATION,likes info,0,1,1
15Holiday,15,Holiday,INFORMATION,clear info,0,1,1
15Holiday,15,Holiday,INFORMATION,has purpose,0,0,0
15Holiday,15,Holiday,INFORMATION,disliked info,0,0,0
15Holiday,15,Holiday,INFORMATION,no purpose,0,0,0
15Holiday,15,Holiday,INFORMATION,not enough info,0,0,0
15Holiday,15,Holiday,INFORMATION,too much info,0,0,0
15Holiday,15,Holiday,EMPHASIS,likes emphasis,0,0,1
15Holiday,15,Holiday,EMPHASIS,disliked emphasis,0,0,0
15Car,15,Car,COLOR,likes color,0,0,0
15Car,15,Car,COLOR,clear color,0,0,0
15Car,15,Car,COLOR,disliked color,1,0,0
15Car,15,Car,COLOR,not enough colors,0,0,0
15Car,15,Car,COLOR,too many colors,0,0,0
15Car,15,Car,AESTHETIC,likes aesthetic,0,1,1
15Car,15,Car,AESTHETIC,easy to read,0,1,1
15Car,15,Car,AESTHETIC,professional,0,0,0
15Car,15,Car,AESTHETIC,disliked aesthetic,1,0,0
15Car,15,Car,AESTHETIC,unprofessional,0,0,0
15Car,15,Car,AESTHETIC,cluttered,1,0,0
15Car,15,Car,AESTHETIC,boring,0,0,0
15Car,15,Car,INFORMATION,likes info,0,0,0
15Car,15,Car,INFORMATION,clear info,0,0,0
15Car,15,Car,INFORMATION,has purpose,0,0,0
15Car,15,Car,INFORMATION,disliked info,0,0,0
15Car,15,Car,INFORMATION,no purpose,0,0,0
15Car,15,Car,INFORMATION,not enough info,0,0,0
15Car,15,Car,INFORMATION,too much info,0,0,0
15Car,15,Car,EMPHASIS,likes emphasis,0,0,1
15Car,15,Car,EMPHASIS,disliked emphasis,0,0,0
15Plant,15,Plant,COLOR,likes color,0,0,0
15Plant,15,Plant,COLOR,clear color,0,0,0
15Plant,15,Plant,COLOR,disliked color,1,1,0
15Plant,15,Plant,COLOR,not enough colors,0,0,0
15Plant,15,Plant,COLOR,too many colors,1,0,0
15Plant,15,Plant,AESTHETIC,likes aesthetic,0,0,0
15Plant,15,Plant,AESTHETIC,easy to read,0,0,0
15Plant,15,Plant,AESTHETIC,professional,0,0,0
15Plant,15,Plant,AESTHETIC,disliked aesthetic,0,0,0
15Plant,15,Plant,AESTHETIC,unprofessional,0,0,0
15Plant,15,Plant,AESTHETIC,cluttered,0,0,0
15Plant,15,Plant,AESTHETIC,boring,0,0,0
15Plant,15,Plant,INFORMATION,likes info,0,0,0
15Plant,15,Plant,INFORMATION,clear info,0,0,0
15Plant,15,Plant,INFORMATION,has purpose,0,0,0
15Plant,15,Plant,INFORMATION,disliked info,0,0,0
15Plant,15,Plant,INFORMATION,no purpose,0,0,0
15Plant,15,Plant,INFORMATION,not enough info,0,0,0
15Plant,15,Plant,INFORMATION,too much info,0,0,0
15Plant,15,Plant,EMPHASIS,likes emphasis,0,0,1
15Plant,15,Plant,EMPHASIS,disliked emphasis,0,0,0
16Prison,16,Prison,COLOR,likes color,1,0,0
16Prison,16,Prison,COLOR,clear color,1,0,0
16Prison,16,Prison,COLOR,disliked color,0,0,0
16Prison,16,Prison,COLOR,not enough colors,0,0,0
16Prison,16,Prison,COLOR,too many colors,0,0,0
16Prison,16,Prison,AESTHETIC,likes aesthetic,1,1,0
16Prison,16,Prison,AESTHETIC,easy to read,0,0,0
16Prison,16,Prison,AESTHETIC,professional,0,0,0
16Prison,16,Prison,AESTHETIC,disliked aesthetic,1,0,0
16Prison,16,Prison,AESTHETIC,unprofessional,0,0,0
16Prison,16,Prison,AESTHETIC,cluttered,1,0,0
16Prison,16,Prison,AESTHETIC,boring,0,0,0
16Prison,16,Prison,INFORMATION,likes info,0,0,0
16Prison,16,Prison,INFORMATION,clear info,0,0,0
16Prison,16,Prison,INFORMATION,has purpose,0,0,0
16Prison,16,Prison,INFORMATION,disliked info,0,0,0
16Prison,16,Prison,INFORMATION,no purpose,0,0,0
16Prison,16,Prison,INFORMATION,not enough info,0,0,0
16Prison,16,Prison,INFORMATION,too much info,0,0,0
16Prison,16,Prison,EMPHASIS,likes emphasis,0,0,0
16Prison,16,Prison,EMPHASIS,disliked emphasis,0,0,1
16News,16,News,COLOR,likes color,0,0,0
16News,16,News,COLOR,clear color,0,0,0
16News,16,News,COLOR,disliked color,0,0,0
16News,16,News,COLOR,not enough colors,0,0,0
16News,16,News,COLOR,too many colors,0,0,0
16News,16,News,AESTHETIC,likes aesthetic,0,1,1
16News,16,News,AESTHETIC,easy to read,0,1,1
16News,16,News,AESTHETIC,professional,0,0,0
16News,16,News,AESTHETIC,disliked aesthetic,0,0,0
16News,16,News,AESTHETIC,unprofessional,0,0,0
16News,16,News,AESTHETIC,cluttered,0,0,0
16News,16,News,AESTHETIC,boring,0,0,0
16News,16,News,INFORMATION,likes info,0,0,0
16News,16,News,INFORMATION,clear info,0,0,0
16News,16,News,INFORMATION,has purpose,0,0,0
16News,16,News,INFORMATION,disliked info,0,0,0
16News,16,News,INFORMATION,no purpose,0,0,0
16News,16,News,INFORMATION,not enough info,0,0,0
16News,16,News,INFORMATION,too much info,0,0,0
16News,16,News,EMPHASIS,likes emphasis,0,0,0
16News,16,News,EMPHASIS,disliked emphasis,0,0,0
16Tires,16,Tires,COLOR,likes color,0,0,0
16Tires,16,Tires,COLOR,clear color,0,0,0
16Tires,16,Tires,COLOR,disliked color,0,0,0
16Tires,16,Tires,COLOR,not enough colors,0,0,0
16Tires,16,Tires,COLOR,too many colors,0,0,0
16Tires,16,Tires,AESTHETIC,likes aesthetic,1,1,1
16Tires,16,Tires,AESTHETIC,easy to read,1,1,1
16Tires,16,Tires,AESTHETIC,professional,0,1,1
16Tires,16,Tires,AESTHETIC,disliked aesthetic,1,1,1
16Tires,16,Tires,AESTHETIC,unprofessional,0,0,0
16Tires,16,Tires,AESTHETIC,cluttered,0,0,0
16Tires,16,Tires,AESTHETIC,boring,0,0,0
16Tires,16,Tires,INFORMATION,likes info,1,0,0
16Tires,16,Tires,INFORMATION,clear info,0,0,0
16Tires,16,Tires,INFORMATION,has purpose,0,0,0
16Tires,16,Tires,INFORMATION,disliked info,0,0,0
16Tires,16,Tires,INFORMATION,no purpose,0,0,0
16Tires,16,Tires,INFORMATION,not enough info,0,0,0
16Tires,16,Tires,INFORMATION,too much info,0,0,0
16Tires,16,Tires,EMPHASIS,likes emphasis,0,0,0
16Tires,16,Tires,EMPHASIS,disliked emphasis,0,0,1
